ABMI.Site,Year,CSDNAME,CDNAME
1,"2,009",Wood Buffalo,Division No. 16
1,"2,015",Wood Buffalo,Division No. 16
1,"2,016",Wood Buffalo,Division No. 16
2,"2,009",Wood Buffalo,Division No. 16
2,"2,015",Wood Buffalo,Division No. 16
2,"2,016",Wood Buffalo,Division No. 16
3,"2,009",Wood Buffalo,Division No. 16
3,"2,015",Wood Buffalo,Division No. 16
3,"2,016",Wood Buffalo,Division No. 16
4,"2,012",Wood Buffalo,Division No. 16
5,"2,012",Wood Buffalo,Division No. 16
6,"2,012",Wood Buffalo,Division No. 16
7,"2,013",Wood Buffalo,Division No. 16
8,"2,013",Wood Buffalo,Division No. 16
13,"2,009",Improvement District No. 24 Wood Buffalo,Division No. 16
13,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
13,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
14,"2,009",Improvement District No. 24 Wood Buffalo,Division No. 16
14,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
14,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
15,"2,009",Improvement District No. 24 Wood Buffalo,Division No. 16
15,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
15,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
16,"2,012",Wood Buffalo,Division No. 16
17,"2,012",Wood Buffalo,Division No. 16
18,"2,012",Wood Buffalo,Division No. 16
19,"2,013",Wood Buffalo,Division No. 16
20,"2,013",Wood Buffalo,Division No. 16
32,"2,009",Improvement District No. 24 Wood Buffalo,Division No. 16
32,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
32,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
33,"2,009",Improvement District No. 24 Wood Buffalo,Division No. 16
33,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
33,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
34,"2,009",Improvement District No. 24 Wood Buffalo,Division No. 16
34,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
34,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
35,"2,012",Improvement District No. 24 Wood Buffalo,Division No. 16
36,"2,012",Wood Buffalo,Division No. 16
37,"2,012",Wood Buffalo,Division No. 16
38,"2,013",Wood Buffalo,Division No. 16
39,"2,013",Wood Buffalo,Division No. 16
40,"2,014",Mackenzie County,Division No. 17
41,"2,014",Mackenzie County,Division No. 17
54,"2,012",Improvement District No. 24 Wood Buffalo,Division No. 16
55,"2,012",Improvement District No. 24 Wood Buffalo,Division No. 16
56,"2,012",Improvement District No. 24 Wood Buffalo,Division No. 16
63,"2,011",Improvement District No. 24 Wood Buffalo,Division No. 16
63,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
64,"2,011",Wood Buffalo,Division No. 16
64,"2,012",Wood Buffalo,Division No. 16
64,"2,016",Wood Buffalo,Division No. 16
65,"2,011",Wood Buffalo,Division No. 16
65,"2,016",Wood Buffalo,Division No. 16
66,"2,014",Wood Buffalo,Division No. 16
67,"2,014",Wood Buffalo,Division No. 16
68,"2,014",Mackenzie County,Division No. 17
69,"2,014",Mackenzie County,Division No. 17
82,"2,012",Improvement District No. 24 Wood Buffalo,Division No. 16
83,"2,012",Mackenzie County,Division No. 17
84,"2,012",Mackenzie County,Division No. 17
91,"2,011",Improvement District No. 24 Wood Buffalo,Division No. 16
91,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
92,"2,011",Wood Buffalo,Division No. 16
92,"2,016",Wood Buffalo,Division No. 16
93,"2,011",Wood Buffalo,Division No. 16
93,"2,016",Wood Buffalo,Division No. 16
94,"2,014",Wood Buffalo,Division No. 16
95,"2,014",Wood Buffalo,Division No. 16
96,"2,014",Wood Buffalo,Division No. 16
97,"2,014",Mackenzie County,Division No. 17
98,"2,014",Mackenzie County,Division No. 17
111,"2,012",Mackenzie County,Division No. 17
112,"2,012",Mackenzie County,Division No. 17
113,"2,012",Mackenzie County,Division No. 17
120,"2,011",Improvement District No. 24 Wood Buffalo,Division No. 16
121,"2,011",Improvement District No. 24 Wood Buffalo,Division No. 16
121,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
122,"2,011",Wood Buffalo,Division No. 16
122,"2,016",Wood Buffalo,Division No. 16
123,"2,014",Wood Buffalo,Division No. 16
124,"2,014",Wood Buffalo,Division No. 16
125,"2,014",Wood Buffalo,Division No. 16
128,"2,014",Mackenzie County,Division No. 17
129,"2,014",Mackenzie County,Division No. 17
130,"2,014",Mackenzie County,Division No. 17
134,"2,012",Mackenzie County,Division No. 17
135,"2,012",Mackenzie County,Division No. 17
136,"2,012",Mackenzie County,Division No. 17
149,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
150,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
151,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
152,"2,012",Wood Buffalo,Division No. 16
153,"2,012",Wood Buffalo,Division No. 16
154,"2,012",Wood Buffalo,Division No. 16
157,"2,014",Mackenzie County,Division No. 17
158,"2,014",Mackenzie County,Division No. 17
159,"2,014",Mackenzie County,Division No. 17
163,"2,012",Mackenzie County,Division No. 17
164,"2,012",Mackenzie County,Division No. 17
165,"2,012",Mackenzie County,Division No. 17
178,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
179,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
180,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
181,"2,012",Wood Buffalo,Division No. 16
182,"2,012",Wood Buffalo,Division No. 16
183,"2,012",Wood Buffalo,Division No. 16
186,"2,014",Mackenzie County,Division No. 17
187,"2,014",Mackenzie County,Division No. 17
188,"2,014",Mackenzie County,Division No. 17
192,"2,012",Mackenzie County,Division No. 17
193,"2,012",Mackenzie County,Division No. 17
194,"2,012",Mackenzie County,Division No. 17
194,"2,013",Mackenzie County,Division No. 17
207,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
208,"2,010",Improvement District No. 24 Wood Buffalo,Division No. 16
209,"2,010",Wood Buffalo,Division No. 16
210,"2,012",Wood Buffalo,Division No. 16
211,"2,012",Wood Buffalo,Division No. 16
212,"2,012",Wood Buffalo,Division No. 16
213,"2,013",Wood Buffalo,Division No. 16
216,"2,007",Mackenzie County,Division No. 17
217,"2,007",Mackenzie County,Division No. 17
218,"2,007",Mackenzie County,Division No. 17
225,"2,014",Mackenzie County,Division No. 17
226,"2,014",Mackenzie County,Division No. 17
227,"2,014",Mackenzie County,Division No. 17
231,"2,013",Mackenzie County,Division No. 17
232,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
233,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
234,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
234,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
235,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
235,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
236,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
236,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
237,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
238,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
239,"2,013",Wood Buffalo,Division No. 16
240,"2,012",Wood Buffalo,Division No. 16
240,"2,016",Wood Buffalo,Division No. 16
241,"2,011",Wood Buffalo,Division No. 16
241,"2,012",Wood Buffalo,Division No. 16
241,"2,016",Wood Buffalo,Division No. 16
242,"2,011",Wood Buffalo,Division No. 16
242,"2,012",Wood Buffalo,Division No. 16
242,"2,016",Wood Buffalo,Division No. 16
243,"2,014",Wood Buffalo,Division No. 16
246,"2,007",Mackenzie County,Division No. 17
247,"2,007",Mackenzie County,Division No. 17
248,"2,007",Mackenzie County,Division No. 17
255,"2,014",Mackenzie County,Division No. 17
256,"2,014",Mackenzie County,Division No. 17
257,"2,014",Mackenzie County,Division No. 17
261,"2,013",Mackenzie County,Division No. 17
262,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
263,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
264,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
264,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
265,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
265,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
266,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
266,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
267,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
268,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
269,"2,013",Wood Buffalo,Division No. 16
270,"2,012",Wood Buffalo,Division No. 16
270,"2,016",Wood Buffalo,Division No. 16
271,"2,012",Wood Buffalo,Division No. 16
271,"2,016",Wood Buffalo,Division No. 16
272,"2,011",Wood Buffalo,Division No. 16
272,"2,012",Wood Buffalo,Division No. 16
272,"2,016",Wood Buffalo,Division No. 16
273,"2,014",Wood Buffalo,Division No. 16
276,"2,007",Mackenzie County,Division No. 17
277,"2,007",Mackenzie County,Division No. 17
278,"2,007",Mackenzie County,Division No. 17
285,"2,014",Mackenzie County,Division No. 17
286,"2,014",Mackenzie County,Division No. 17
287,"2,014",Mackenzie County,Division No. 17
291,"2,013",Mackenzie County,Division No. 17
292,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
293,"2,013",Improvement District No. 24 Wood Buffalo,Division No. 16
294,"2,015",Improvement District No. 24 Wood Buffalo,Division No. 16
294,"2,016",Improvement District No. 24 Wood Buffalo,Division No. 16
295,"2,015",Wood Buffalo,Division No. 16
295,"2,016",Wood Buffalo,Division No. 16
296,"2,015",Wood Buffalo,Division No. 16
296,"2,016",Wood Buffalo,Division No. 16
297,"2,013",Wood Buffalo,Division No. 16
298,"2,013",Wood Buffalo,Division No. 16
299,"2,013",Wood Buffalo,Division No. 16
300,"2,012",Wood Buffalo,Division No. 16
300,"2,016",Wood Buffalo,Division No. 16
301,"2,012",Wood Buffalo,Division No. 16
301,"2,016",Wood Buffalo,Division No. 16
302,"2,011",Wood Buffalo,Division No. 16
302,"2,012",Wood Buffalo,Division No. 16
302,"2,016",Wood Buffalo,Division No. 16
303,"2,014",Wood Buffalo,Division No. 16
314,"2,008",Mackenzie County,Division No. 17
315,"2,008",Mackenzie County,Division No. 17
316,"2,008",Tall Cree 173A,Division No. 17
323,"2,010",Wood Buffalo,Division No. 16
323,"2,016",Wood Buffalo,Division No. 16
324,"2,010",Wood Buffalo,Division No. 16
324,"2,016",Wood Buffalo,Division No. 16
325,"2,010",Wood Buffalo,Division No. 16
325,"2,016",Wood Buffalo,Division No. 16
326,"2,014",Wood Buffalo,Division No. 16
327,"2,014",Wood Buffalo,Division No. 16
328,"2,014",Wood Buffalo,Division No. 16
329,"2,007",Wood Buffalo,Division No. 16
329,"2,015",Wood Buffalo,Division No. 16
330,"2,007",Wood Buffalo,Division No. 16
330,"2,015",Wood Buffalo,Division No. 16
331,"2,007",Wood Buffalo,Division No. 16
331,"2,015",Wood Buffalo,Division No. 16
332,"2,011",Wood Buffalo,Division No. 16
343,"2,008",Mackenzie County,Division No. 17
344,"2,008",Mackenzie County,Division No. 17
345,"2,008",Mackenzie County,Division No. 17
352,"2,010",Wood Buffalo,Division No. 16
352,"2,016",Wood Buffalo,Division No. 16
353,"2,010",Wood Buffalo,Division No. 16
353,"2,016",Wood Buffalo,Division No. 16
354,"2,010",Wood Buffalo,Division No. 16
354,"2,016",Wood Buffalo,Division No. 16
355,"2,014",Wood Buffalo,Division No. 16
356,"2,014",Wood Buffalo,Division No. 16
357,"2,014",Wood Buffalo,Division No. 16
358,"2,007",Wood Buffalo,Division No. 16
358,"2,015",Wood Buffalo,Division No. 16
359,"2,007",Wood Buffalo,Division No. 16
359,"2,015",Wood Buffalo,Division No. 16
360,"2,007",Wood Buffalo,Division No. 16
360,"2,015",Wood Buffalo,Division No. 16
361,"2,011",Wood Buffalo,Division No. 16
362,"2,011",Wood Buffalo,Division No. 16
373,"2,008",Mackenzie County,Division No. 17
374,"2,008",Mackenzie County,Division No. 17
375,"2,008",Mackenzie County,Division No. 17
382,"2,010",Wood Buffalo,Division No. 16
382,"2,016",Wood Buffalo,Division No. 16
383,"2,010",Wood Buffalo,Division No. 16
383,"2,016",Wood Buffalo,Division No. 16
384,"2,010",Wood Buffalo,Division No. 16
384,"2,016",Wood Buffalo,Division No. 16
385,"2,014",Wood Buffalo,Division No. 16
386,"2,014",Wood Buffalo,Division No. 16
387,"2,014",Wood Buffalo,Division No. 16
388,"2,007",Wood Buffalo,Division No. 16
388,"2,015",Wood Buffalo,Division No. 16
389,"2,007",Wood Buffalo,Division No. 16
389,"2,015",Wood Buffalo,Division No. 16
390,"2,007",Wood Buffalo,Division No. 16
390,"2,015",Wood Buffalo,Division No. 16
391,"2,011",Wood Buffalo,Division No. 16
392,"2,011",Wood Buffalo,Division No. 16
397,"2,012",Northern Lights County,Division No. 17
398,"2,012",Northern Lights County,Division No. 17
399,"2,012",Northern Lights County,Division No. 17
406,"2,013",Mackenzie County,Division No. 17
407,"2,013",Mackenzie County,Division No. 17
408,"2,013",Mackenzie County,Division No. 17
412,"2,008",Opportnity No. 17,Division No. 17
412,"2,015",Opportnity No. 17,Division No. 17
413,"2,008",Opportnity No. 17,Division No. 17
413,"2,015",Opportnity No. 17,Division No. 17
414,"2,008",Wood Buffalo,Division No. 16
414,"2,015",Wood Buffalo,Division No. 16
415,"2,012",Wood Buffalo,Division No. 16
416,"2,012",Wood Buffalo,Division No. 16
417,"2,012",Wood Buffalo,Division No. 16
418,"2,013",Wood Buffalo,Division No. 16
419,"2,013",Wood Buffalo,Division No. 16
420,"2,013",Wood Buffalo,Division No. 16
421,"2,012",Wood Buffalo,Division No. 16
421,"2,016",Wood Buffalo,Division No. 16
422,"2,011",Wood Buffalo,Division No. 16
422,"2,016",Wood Buffalo,Division No. 16
427,"2,012",Northern Lights County,Division No. 17
428,"2,012",Northern Lights County,Division No. 17
429,"2,012",Northern Lights County,Division No. 17
436,"2,013",Mackenzie County,Division No. 17
437,"2,013",Northern Sunrise County,Division No. 17
438,"2,013",Opportnity No. 17,Division No. 17
442,"2,008",Opportnity No. 17,Division No. 17
442,"2,015",Opportnity No. 17,Division No. 17
443,"2,008",Opportnity No. 17,Division No. 17
443,"2,015",Opportnity No. 17,Division No. 17
444,"2,008",Opportnity No. 17,Division No. 17
444,"2,015",Opportnity No. 17,Division No. 17
445,"2,012",Wood Buffalo,Division No. 16
446,"2,012",Wood Buffalo,Division No. 16
447,"2,012",Wood Buffalo,Division No. 16
448,"2,013",Wood Buffalo,Division No. 16
449,"2,013",Wood Buffalo,Division No. 16
450,"2,013",Wood Buffalo,Division No. 16
451,"2,011",Wood Buffalo,Division No. 16
451,"2,016",Wood Buffalo,Division No. 16
452,"2,011",Wood Buffalo,Division No. 16
452,"2,016",Wood Buffalo,Division No. 16
457,"2,012",Northern Lights County,Division No. 17
458,"2,012",Clear Hills,Division No. 17
459,"2,012",Northern Lights County,Division No. 17
466,"2,013",Northern Sunrise County,Division No. 17
467,"2,013",Northern Sunrise County,Division No. 17
468,"2,013",Opportnity No. 17,Division No. 17
472,"2,008",Opportnity No. 17,Division No. 17
472,"2,015",Opportnity No. 17,Division No. 17
473,"2,008",Opportnity No. 17,Division No. 17
473,"2,015",Opportnity No. 17,Division No. 17
474,"2,008",Opportnity No. 17,Division No. 17
474,"2,015",Opportnity No. 17,Division No. 17
475,"2,012",Wood Buffalo,Division No. 16
476,"2,012",Wood Buffalo,Division No. 16
477,"2,005",Wood Buffalo,Division No. 16
477,"2,012",Wood Buffalo,Division No. 16
478,"2,004",Wood Buffalo,Division No. 16
478,"2,013",Wood Buffalo,Division No. 16
479,"2,013",Wood Buffalo,Division No. 16
480,"2,004",Wood Buffalo,Division No. 16
480,"2,013",Wood Buffalo,Division No. 16
481,"2,004",Wood Buffalo,Division No. 16
481,"2,011",Wood Buffalo,Division No. 16
481,"2,016",Wood Buffalo,Division No. 16
482,"2,004",Wood Buffalo,Division No. 16
482,"2,011",Wood Buffalo,Division No. 16
482,"2,016",Wood Buffalo,Division No. 16
483,"2,006",Wood Buffalo,Division No. 16
483,"2,011",Wood Buffalo,Division No. 16
483,"2,016",Wood Buffalo,Division No. 16
484,"2,007",Clear Hills,Division No. 17
489,"2,005",Clear Hills,Division No. 17
490,"2,005",Northern Lights County,Division No. 17
491,"2,012",Northern Lights County,Division No. 17
492,"2,012",Northern Lights County,Division No. 17
493,"2,012",Northern Sunrise County,Division No. 17
497,"2,009",Northern Sunrise County,Division No. 17
497,"2,016",Northern Sunrise County,Division No. 17
498,"2,009",Northern Sunrise County,Division No. 17
498,"2,016",Northern Sunrise County,Division No. 17
499,"2,009",Opportnity No. 17,Division No. 17
499,"2,016",Opportnity No. 17,Division No. 17
500,"2,014",Opportnity No. 17,Division No. 17
501,"2,014",Opportnity No. 17,Division No. 17
502,"2,014",Opportnity No. 17,Division No. 17
506,"2,009",Opportnity No. 17,Division No. 17
506,"2,016",Opportnity No. 17,Division No. 17
507,"2,006",Wood Buffalo,Division No. 16
507,"2,009",Wood Buffalo,Division No. 16
507,"2,016",Wood Buffalo,Division No. 16
508,"2,006",Wood Buffalo,Division No. 16
508,"2,009",Wood Buffalo,Division No. 16
508,"2,016",Wood Buffalo,Division No. 16
509,"2,004",Wood Buffalo,Division No. 16
509,"2,014",Wood Buffalo,Division No. 16
510,"2,014",Wood Buffalo,Division No. 16
511,"2,004",Wood Buffalo,Division No. 16
511,"2,014",Wood Buffalo,Division No. 16
512,"2,004",Wood Buffalo,Division No. 16
512,"2,007",Wood Buffalo,Division No. 16
512,"2,015",Wood Buffalo,Division No. 16
513,"2,007",Wood Buffalo,Division No. 16
513,"2,015",Wood Buffalo,Division No. 16
514,"2,006",Wood Buffalo,Division No. 16
514,"2,007",Wood Buffalo,Division No. 16
514,"2,015",Wood Buffalo,Division No. 16
515,"2,007",Clear Hills,Division No. 17
521,"2,005",Northern Lights County,Division No. 17
522,"2,012",Northern Lights County,Division No. 17
523,"2,005",Northern Lights County,Division No. 17
523,"2,012",Northern Lights County,Division No. 17
524,"2,012",Northern Sunrise County,Division No. 17
527,"2,005",Northern Sunrise County,Division No. 17
528,"2,009",Northern Sunrise County,Division No. 17
528,"2,016",Northern Sunrise County,Division No. 17
529,"2,009",Northern Sunrise County,Division No. 17
529,"2,016",Northern Sunrise County,Division No. 17
530,"2,009",Northern Sunrise County,Division No. 17
530,"2,016",Northern Sunrise County,Division No. 17
531,"2,014",Opportnity No. 17,Division No. 17
532,"2,014",Opportnity No. 17,Division No. 17
533,"2,014",Opportnity No. 17,Division No. 17
537,"2,009",Opportnity No. 17,Division No. 17
537,"2,016",Opportnity No. 17,Division No. 17
538,"2,006",Wood Buffalo,Division No. 16
538,"2,009",Wood Buffalo,Division No. 16
538,"2,016",Wood Buffalo,Division No. 16
539,"2,006",Wood Buffalo,Division No. 16
539,"2,009",Wood Buffalo,Division No. 16
539,"2,016",Wood Buffalo,Division No. 16
540,"2,004",Wood Buffalo,Division No. 16
540,"2,014",Wood Buffalo,Division No. 16
541,"2,014",Wood Buffalo,Division No. 16
543,"2,004",Wood Buffalo,Division No. 16
543,"2,007",Wood Buffalo,Division No. 16
543,"2,015",Wood Buffalo,Division No. 16
544,"2,006",Wood Buffalo,Division No. 16
544,"2,007",Wood Buffalo,Division No. 16
544,"2,015",Wood Buffalo,Division No. 16
545,"2,006",Wood Buffalo,Division No. 16
545,"2,007",Wood Buffalo,Division No. 16
545,"2,015",Wood Buffalo,Division No. 16
546,"2,013",Clear Hills,Division No. 17
553,"2,012",Northern Lights County,Division No. 17
554,"2,012",Northern Lights County,Division No. 17
555,"2,012",Northern Sunrise County,Division No. 17
555,"2,016",Northern Sunrise County,Division No. 17
559,"2,005",Northern Sunrise County,Division No. 17
559,"2,009",Northern Sunrise County,Division No. 17
559,"2,016",Northern Sunrise County,Division No. 17
560,"2,005",Opportnity No. 17,Division No. 17
560,"2,009",Opportnity No. 17,Division No. 17
560,"2,016",Opportnity No. 17,Division No. 17
561,"2,009",Opportnity No. 17,Division No. 17
561,"2,016",Opportnity No. 17,Division No. 17
562,"2,014",Opportnity No. 17,Division No. 17
563,"2,014",Opportnity No. 17,Division No. 17
564,"2,006",Opportnity No. 17,Division No. 17
564,"2,014",Opportnity No. 17,Division No. 17
568,"2,009",Opportnity No. 17,Division No. 17
568,"2,016",Opportnity No. 17,Division No. 17
569,"2,009",Wood Buffalo,Division No. 16
569,"2,016",Wood Buffalo,Division No. 16
570,"2,005",Wood Buffalo,Division No. 16
570,"2,009",Wood Buffalo,Division No. 16
570,"2,016",Wood Buffalo,Division No. 16
571,"2,004",Wood Buffalo,Division No. 16
571,"2,014",Wood Buffalo,Division No. 16
572,"2,004",Wood Buffalo,Division No. 16
572,"2,014",Wood Buffalo,Division No. 16
573,"2,004",Wood Buffalo,Division No. 16
573,"2,014",Wood Buffalo,Division No. 16
574,"2,004",Wood Buffalo,Division No. 16
574,"2,007",Wood Buffalo,Division No. 16
574,"2,015",Wood Buffalo,Division No. 16
575,"2,004",Wood Buffalo,Division No. 16
575,"2,007",Wood Buffalo,Division No. 16
575,"2,015",Wood Buffalo,Division No. 16
576,"2,007",Wood Buffalo,Division No. 16
576,"2,015",Wood Buffalo,Division No. 16
577,"2,006",Clear Hills,Division No. 17
578,"2,012",Clear Hills,Division No. 17
579,"2,012",Clear Hills,Division No. 17
580,"2,012",Clear Hills,Division No. 17
581,"2,006",Clear Hills,Division No. 17
584,"2,007",Northern Lights County,Division No. 17
584,"2,016",Northern Lights County,Division No. 17
585,"2,005",Northern Lights County,Division No. 17
585,"2,007",Northern Lights County,Division No. 17
585,"2,016",Northern Lights County,Division No. 17
586,"2,007",Northern Sunrise County,Division No. 17
586,"2,016",Northern Sunrise County,Division No. 17
587,"2,013",Northern Sunrise County,Division No. 17
587,"2,016",Northern Sunrise County,Division No. 17
588,"2,005",Northern Sunrise County,Division No. 17
588,"2,013",Northern Sunrise County,Division No. 17
588,"2,016",Northern Sunrise County,Division No. 17
589,"2,013",Northern Sunrise County,Division No. 17
589,"2,016",Northern Sunrise County,Division No. 17
591,"2,005",Northern Sunrise County,Division No. 17
593,"2,013",Opportnity No. 17,Division No. 17
593,"2,016",Opportnity No. 17,Division No. 17
594,"2,013",Opportnity No. 17,Division No. 17
594,"2,016",Opportnity No. 17,Division No. 17
595,"2,013",Opportnity No. 17,Division No. 17
595,"2,016",Opportnity No. 17,Division No. 17
599,"2,007",Opportnity No. 17,Division No. 17
599,"2,015",Opportnity No. 17,Division No. 17
600,"2,007",Opportnity No. 17,Division No. 17
600,"2,015",Opportnity No. 17,Division No. 17
601,"2,007",Wood Buffalo,Division No. 16
601,"2,015",Wood Buffalo,Division No. 16
602,"2,004",Wood Buffalo,Division No. 16
602,"2,012",Wood Buffalo,Division No. 16
603,"2,012",Wood Buffalo,Division No. 16
604,"2,004",Wood Buffalo,Division No. 16
604,"2,011",Wood Buffalo,Division No. 16
605,"2,013",Wood Buffalo,Division No. 16
606,"2,013",Wood Buffalo,Division No. 16
607,"2,013",Wood Buffalo,Division No. 16
608,"2,011",Wood Buffalo,Division No. 16
608,"2,016",Wood Buffalo,Division No. 16
609,"2,006",Clear Hills,Division No. 17
610,"2,012",Clear Hills,Division No. 17
611,"2,012",Clear Hills,Division No. 17
612,"2,012",Clear Hills,Division No. 17
613,"2,006",Clear Hills,Division No. 17
615,"2,005",Northern Lights County,Division No. 17
616,"2,006",Northern Lights County,Division No. 17
616,"2,007",Northern Lights County,Division No. 17
616,"2,016",Northern Lights County,Division No. 17
617,"2,007",Northern Lights County,Division No. 17
617,"2,016",Northern Lights County,Division No. 17
618,"2,007",Northern Sunrise County,Division No. 17
618,"2,016",Northern Sunrise County,Division No. 17
619,"2,013",Northern Sunrise County,Division No. 17
619,"2,016",Northern Sunrise County,Division No. 17
620,"2,013",Northern Sunrise County,Division No. 17
620,"2,016",Northern Sunrise County,Division No. 17
621,"2,005",Northern Sunrise County,Division No. 17
621,"2,013",Northern Sunrise County,Division No. 17
621,"2,016",Northern Sunrise County,Division No. 17
625,"2,004",Opportnity No. 17,Division No. 17
625,"2,013",Opportnity No. 17,Division No. 17
625,"2,016",Opportnity No. 17,Division No. 17
626,"2,013",Opportnity No. 17,Division No. 17
626,"2,016",Opportnity No. 17,Division No. 17
627,"2,004",Opportnity No. 17,Division No. 17
627,"2,013",Opportnity No. 17,Division No. 17
627,"2,016",Opportnity No. 17,Division No. 17
629,"2,004",Opportnity No. 17,Division No. 17
630,"2,003",Opportnity No. 17,Division No. 17
631,"2,007",Opportnity No. 17,Division No. 17
631,"2,015",Opportnity No. 17,Division No. 17
632,"2,007",Lac la Biche County,Division No. 12
632,"2,015",Lac la Biche County,Division No. 12
633,"2,007",Lac la Biche County,Division No. 12
633,"2,015",Lac la Biche County,Division No. 12
634,"2,012",Wood Buffalo,Division No. 16
635,"2,012",Lac la Biche County,Division No. 12
636,"2,012",Wood Buffalo,Division No. 16
637,"2,013",Wood Buffalo,Division No. 16
638,"2,003",Wood Buffalo,Division No. 16
638,"2,004",Wood Buffalo,Division No. 16
638,"2,005",Wood Buffalo,Division No. 16
638,"2,006",Wood Buffalo,Division No. 16
638,"2,013",Wood Buffalo,Division No. 16
639,"2,013",Wood Buffalo,Division No. 16
640,"2,011",Wood Buffalo,Division No. 16
640,"2,016",Wood Buffalo,Division No. 16
642,"2,012",Clear Hills,Division No. 17
643,"2,012",Clear Hills,Division No. 17
644,"2,012",Clear Hills,Division No. 17
646,"2,006",Clear Hills,Division No. 17
647,"2,006",Clear Hills,Division No. 17
648,"2,007",Northern Lights County,Division No. 17
648,"2,016",Northern Lights County,Division No. 17
649,"2,007",Peace River,Division No. 19
649,"2,016",Peace River,Division No. 19
650,"2,007",Northern Sunrise County,Division No. 17
650,"2,016",Northern Sunrise County,Division No. 17
651,"2,013",Northern Sunrise County,Division No. 17
651,"2,016",Northern Sunrise County,Division No. 17
652,"2,013",Northern Sunrise County,Division No. 17
652,"2,016",Northern Sunrise County,Division No. 17
653,"2,013",Northern Sunrise County,Division No. 17
653,"2,014",Northern Sunrise County,Division No. 17
653,"2,016",Northern Sunrise County,Division No. 17
654,"2,006",Northern Sunrise County,Division No. 17
655,"2,003",Northern Sunrise County,Division No. 17
655,"2,004",Northern Sunrise County,Division No. 17
655,"2,005",Northern Sunrise County,Division No. 17
655,"2,006",Northern Sunrise County,Division No. 17
656,"2,003",Northern Sunrise County,Division No. 17
657,"2,013",Opportnity No. 17,Division No. 17
657,"2,016",Opportnity No. 17,Division No. 17
658,"2,013",Opportnity No. 17,Division No. 17
658,"2,016",Opportnity No. 17,Division No. 17
659,"2,013",Opportnity No. 17,Division No. 17
659,"2,016",Opportnity No. 17,Division No. 17
661,"2,003",Opportnity No. 17,Division No. 17
662,"2,004",Opportnity No. 17,Division No. 17
663,"2,007",Opportnity No. 17,Division No. 17
663,"2,015",Opportnity No. 17,Division No. 17
664,"2,007",Lac la Biche County,Division No. 12
664,"2,015",Lac la Biche County,Division No. 12
665,"2,005",Lac la Biche County,Division No. 12
665,"2,007",Lac la Biche County,Division No. 12
665,"2,015",Lac la Biche County,Division No. 12
666,"2,012",Lac la Biche County,Division No. 12
667,"2,012",Lac la Biche County,Division No. 12
668,"2,012",Lac la Biche County,Division No. 12
669,"2,003",Wood Buffalo,Division No. 16
669,"2,013",Wood Buffalo,Division No. 16
670,"2,013",Wood Buffalo,Division No. 16
671,"2,013",Wood Buffalo,Division No. 16
672,"2,011",Improvement District No. 349,Division No. 12
672,"2,016",Improvement District No. 349,Division No. 12
